"openmlid";"algorithm";"seed";"chosenmodel";"errorrate";"runtime"
"41159";"10cv-adaptive";"4";"ExtraTreesClassifier";"0.201";"50511"
"188";"10cv-adaptive";"0";"RandomForestClassifier";"0.6129";"2061"
"41156";"10cv-adaptive";"7";"GradientBoostingClassifier";"0.1358";"2331"
"41138";"10cv-adaptive";"3";"ExtraTreesClassifier";"0.0353";"2196"
"41157";"10cv-adaptive";"6";"PassiveAggressiveClassifier";"0.142";"5798"
"41158";"10cv-adaptive";"6";"ExtraTreesClassifier";"0.0518";"12270"
"41156";"10cv-adaptive";"8";"GradientBoostingClassifier";"0.1357";"2408"
"41138";"10cv-adaptive";"4";"ExtraTreesClassifier";"0.0357";"2211"
"41157";"10cv-adaptive";"7";"PassiveAggressiveClassifier";"0.143";"5581"
"188";"10cv-adaptive";"1";"SGDClassifier";"0.6272";"2095"
"41157";"10cv-adaptive";"8";"PassiveAggressiveClassifier";"0.15";"5768"
"54";"10cv-adaptive";"4";"QuadraticDiscriminantAnalysis";"0.1484";"1594"
"41138";"10cv-adaptive";"5";"ExtraTreesClassifier";"0.0346";"2257"
"1494";"10cv-adaptive";"0";"ExtraTreesClassifier";"0.1286";"1508"
"54";"10cv-adaptive";"5";"QuadraticDiscriminantAnalysis";"0.1484";"1599"
"181";"10cv-adaptive";"4";"RandomForestClassifier";"0.3833";"3170"
"41158";"10cv-adaptive";"8";"ExtraTreesClassifier";"0.0522";"11617"
"1494";"10cv-adaptive";"1";"ExtraTreesClassifier";"0.1255";"1493"
"41157";"10cv-adaptive";"9";"PassiveAggressiveClassifier";"0.141";"5867"
"41138";"10cv-adaptive";"6";"ExtraTreesClassifier";"0.0362";"2207"
"1494";"10cv-adaptive";"2";"ExtraTreesClassifier";"0.1264";"1496"
"54";"10cv-adaptive";"6";"QuadraticDiscriminantAnalysis";"0.1484";"1619"
"41138";"10cv-adaptive";"7";"ExtraTreesClassifier";"0.0361";"2327"
"41158";"10cv-adaptive";"9";"ExtraTreesClassifier";"0.0516";"11190"
"41159";"10cv-adaptive";"8";"ExtraTreesClassifier";"0.2003";"50625"
"181";"10cv-adaptive";"5";"RandomForestClassifier";"0.3863";"3168"
"1464";"10cv-adaptive";"1";"MLPClassifier";"0.2635";"586"
"12";"10cv-adaptive";"0";"GradientBoostingClassifier";"0.04";"7711"
"54";"10cv-adaptive";"7";"QuadraticDiscriminantAnalysis";"0.1484";"1515"
"1464";"10cv-adaptive";"2";"GradientBoostingClassifier";"0.2371";"586"
"188";"10cv-adaptive";"5";"MLPClassifier";"0.6052";"2096"
"1494";"10cv-adaptive";"3";"ExtraTreesClassifier";"0.1288";"1459"
"181";"10cv-adaptive";"7";"RandomForestClassifier";"0.3842";"3623"
"41138";"10cv-adaptive";"9";"ExtraTreesClassifier";"0.0367";"2445"
"1464";"10cv-adaptive";"3";"GradientBoostingClassifier";"0.2369";"587"
"188";"10cv-adaptive";"7";"RandomForestClassifier";"0.6134";"2418"
"3";"10cv-adaptive";"1";"DecisionTreeClassifier";"0.0041";"5543"
"12";"10cv-adaptive";"3";"GradientBoostingClassifier";"0.04";"7594"
"1487";"10cv-adaptive";"1";"ExtraTreesClassifier";"0.0569";"3196"
"1485";"lccv-adaptive";"0";"GradientBoostingClassifier";"0.2617";"5771"
"1485";"10cv-fix";"0";"DecisionTreeClassifier";"0.2488";"9850"
"1485";"lccv-adaptive";"1";"GradientBoostingClassifier";"0.2621";"5752"
"1590";"lccv-adaptive";"0";"LinearSVC";"0.1618";"21744"
"1590";"10cv-fix";"0";"LinearSVC";"0.1589";"20570"
"1590";"lccv-adaptive";"1";"SGDClassifier";"0.163";"22924"
"1485";"10cv-fix";"1";"DecisionTreeClassifier";"0.2427";"9640"
"1485";"lccv-adaptive";"2";"GradientBoostingClassifier";"0.2626";"5812"
"1515";"lccv-adaptive";"0";"RandomForestClassifier";"0.0983";"5429"
"1590";"10cv-fix";"1";"LinearSVC";"0.1589";"20861"
"1485";"10cv-fix";"2";"DecisionTreeClassifier";"0.2446";"9562"
"1515";"10cv-fix";"0";"RandomForestClassifier";"0.1";"6339"
"1590";"lccv-adaptive";"2";"LinearSVC";"0.1589";"22544"
"1485";"lccv-adaptive";"3";"GradientBoostingClassifier";"0.2623";"5640"
"1515";"lccv-adaptive";"1";"RandomForestClassifier";"0.0983";"5510"
"1457";"lccv-adaptive";"0";"LinearSVC";"0.2547";"29935"
"1475";"lccv-adaptive";"0";"ExtraTreesClassifier";"0.368";"8002"
"1590";"10cv-fix";"2";"LinearSVC";"0.1589";"20115"
"1485";"10cv-fix";"3";"DecisionTreeClassifier";"0.2435";"9483"
"1457";"10cv-fix";"0";"LinearSVC";"0.2547";"39144"
"1590";"lccv-adaptive";"3";"SGDClassifier";"0.1623";"20212"
"1515";"lccv-adaptive";"2";"RandomForestClassifier";"0.1017";"5354"
"1485";"lccv-adaptive";"4";"GradientBoostingClassifier";"0.2616";"6018"
"1485";"lccv-adaptive";"5";"GradientBoostingClassifier";"0.262";"6031"
"1515";"10cv-fix";"2";"RandomForestClassifier";"0.0983";"6276"
"1590";"10cv-fix";"3";"LinearSVC";"0.1589";"20189"
"1475";"lccv-adaptive";"1";"ExtraTreesClassifier";"0.3647";"7657"
"1590";"lccv-adaptive";"4";"LinearSVC";"0.1589";"22432"
"1468";"lccv-adaptive";"0";"MLPClassifier";"0.0417";"6666"
"1475";"10cv-fix";"0";"RandomForestClassifier";"0.3632";"13546"
"1515";"lccv-adaptive";"3";"RandomForestClassifier";"0.1017";"5482"
"1485";"10cv-fix";"4";"DecisionTreeClassifier";"0.2415";"9751"
"1457";"lccv-adaptive";"2";"LinearSVC";"0.2547";"28982"
"1457";"lccv-adaptive";"3";"LinearSVC";"0.2475";"28349"
"1475";"lccv-adaptive";"2";"ExtraTreesClassifier";"0.3728";"8242"
"1515";"10cv-fix";"3";"RandomForestClassifier";"0.0931";"6085"
"1457";"10cv-fix";"2";"LinearSVC";"0.2567";"39004"
"1475";"10cv-fix";"1";"RandomForestClassifier";"0.3675";"13030"
"1590";"10cv-fix";"4";"LinearSVC";"0.1589";"20317"
"1468";"lccv-adaptive";"1";"MLPClassifier";"0.0407";"6717"
"1590";"lccv-adaptive";"5";"LinearSVC";"0.1618";"23112"
"1515";"lccv-adaptive";"4";"RandomForestClassifier";"0.0931";"5815"
"1485";"10cv-fix";"5";"DecisionTreeClassifier";"0.2469";"9833"
"1485";"lccv-adaptive";"6";"DecisionTreeClassifier";"0.2421";"5589"
"1468";"10cv-fix";"0";"MLPClassifier";"0.0398";"7251"
"1486";"lccv-adaptive";"0";"MLPClassifier";"0.0521";"27321"
"1457";"10cv-fix";"3";"LinearSVC";"0.2553";"39120"
"1475";"10cv-fix";"2";"RandomForestClassifier";"0.3658";"13115"
"1485";"lccv-adaptive";"7";"GradientBoostingClassifier";"0.263";"5645"
"1468";"lccv-adaptive";"2";"MLPClassifier";"0.0398";"6779"
"1590";"lccv-adaptive";"6";"LinearSVC";"0.1589";"22642"
"1515";"lccv-adaptive";"5";"RandomForestClassifier";"0.0966";"5428"
"1590";"10cv-fix";"5";"LinearSVC";"0.1589";"20457"
"1457";"lccv-adaptive";"4";"LinearSVC";"0.2564";"29881"
"1515";"10cv-fix";"4";"RandomForestClassifier";"0.0948";"6531"
"1485";"10cv-fix";"6";"DecisionTreeClassifier";"0.2419";"9637"
"1475";"lccv-adaptive";"3";"ExtraTreesClassifier";"0.3681";"7317"
"1489";"lccv-adaptive";"0";"ExtraTreesClassifier";"0.0791";"3907"
"1486";"lccv-adaptive";"1";"MLPClassifier";"0.0536";"27480"
"1468";"10cv-fix";"1";"MLPClassifier";"0.0417";"7256"
"1486";"10cv-fix";"0";"RandomForestClassifier";"0.0526";"29066"
"1489";"10cv-fix";"0";"ExtraTreesClassifier";"0.0829";"4519"
"1485";"10cv-fix";"7";"DecisionTreeClassifier";"0.2488";"9954"
"1485";"lccv-adaptive";"8";"GradientBoostingClassifier";"0.2622";"5907"
"1590";"lccv-adaptive";"7";"SGDClassifier";"0.1632";"22521"
"1468";"lccv-adaptive";"3";"MLPClassifier";"0.0417";"6200"
"1515";"lccv-adaptive";"6";"RandomForestClassifier";"0.114";"5323"
"1457";"lccv-adaptive";"5";"LinearSVC";"0.2547";"30243"
"1475";"lccv-adaptive";"4";"ExtraTreesClassifier";"0.3727";"7573"
"1590";"10cv-fix";"6";"LinearSVC";"0.1589";"20526"
"1515";"10cv-fix";"5";"ExtraTreesClassifier";"0.1086";"6329"
"1489";"lccv-adaptive";"1";"ExtraTreesClassifier";"0.0778";"3228"
"1468";"10cv-fix";"2";"MLPClassifier";"0.0407";"6896"
"1457";"10cv-fix";"4";"LinearSVC";"0.2547";"38888"
"1486";"lccv-adaptive";"2";"MLPClassifier";"0.0529";"26726"
"23512";"lccv-adaptive";"0";"GradientBoostingClassifier";"0.2861";"9198"
"1475";"10cv-fix";"3";"RandomForestClassifier";"0.3665";"13196"
"1486";"10cv-fix";"1";"RandomForestClassifier";"0.0518";"29834"
"23512";"10cv-fix";"0";"GradientBoostingClassifier";"0.2893";"12718"
"1457";"10cv-fix";"5";"LinearSVC";"0.2547";"39002"
"1486";"10cv-fix";"2";"RandomForestClassifier";"0.0516";"29163"
"1485";"lccv-adaptive";"9";"GradientBoostingClassifier";"0.2623";"5539"
"1590";"lccv-adaptive";"8";"LinearSVC";"0.1589";"21936"
"1457";"lccv-adaptive";"6";"MultinomialNB";"0.2653";"28161"
"1515";"lccv-adaptive";"7";"RandomForestClassifier";"0.1034";"5346"
"1489";"10cv-fix";"1";"ExtraTreesClassifier";"0.0784";"4895"
"1485";"10cv-fix";"8";"DecisionTreeClassifier";"0.2488";"9585"
"1486";"lccv-adaptive";"3";"MLPClassifier";"0.053";"26735"
"1468";"10cv-fix";"3";"MLPClassifier";"0.0417";"6938"
"1475";"lccv-adaptive";"5";"ExtraTreesClassifier";"0.3678";"7523"
"1590";"10cv-fix";"7";"LinearSVC";"0.1589";"20837"
"1468";"lccv-adaptive";"4";"MLPClassifier";"0.0398";"6708"
"1515";"10cv-fix";"6";"RandomForestClassifier";"0.0897";"6282"
"1489";"lccv-adaptive";"2";"ExtraTreesClassifier";"0.0799";"3135"
"23517";"lccv-adaptive";"0";"GradientBoostingClassifier";"0.4805";"23141"
"23512";"lccv-adaptive";"1";"GradientBoostingClassifier";"0.286";"8651"
"1475";"10cv-fix";"4";"RandomForestClassifier";"0.3645";"13631"
"1489";"10cv-fix";"2";"ExtraTreesClassifier";"0.0795";"4278"
"23512";"10cv-fix";"1";"GradientBoostingClassifier";"0.286";"12951"
"1468";"10cv-fix";"4";"MLPClassifier";"0.0389";"7292"
"1486";"10cv-fix";"3";"RandomForestClassifier";"0.0516";"29638"
"23517";"10cv-fix";"0";"GradientBoostingClassifier";"0.4805";"25735"
"1485";"10cv-fix";"9";"DecisionTreeClassifier";"0.2454";"9958"
"1590";"lccv-adaptive";"9";"LinearSVC";"0.1589";"23095"
"1515";"lccv-adaptive";"8";"RandomForestClassifier";"0.0914";"5561"
"1457";"lccv-adaptive";"7";"LinearSVC";"0.2547";"29253"
"1468";"lccv-adaptive";"5";"MLPClassifier";"0.0398";"6683"
"1486";"lccv-adaptive";"4";"MLPClassifier";"0.0523";"28197"
"1475";"lccv-adaptive";"6";"ExtraTreesClassifier";"0.3688";"7434"
"1515";"10cv-fix";"7";"RandomForestClassifier";"0.0897";"6943"
"23517";"lccv-adaptive";"1";"GradientBoostingClassifier";"0.4805";"22926"
"1475";"10cv-fix";"5";"RandomForestClassifier";"0.3631";"13744"
"1590";"10cv-fix";"8";"LinearSVC";"0.1589";"20927"
"1489";"lccv-adaptive";"3";"ExtraTreesClassifier";"0.078";"3324"
"23512";"lccv-adaptive";"2";"GradientBoostingClassifier";"0.286";"9057"
"4541";"lccv-adaptive";"0";"RidgeClassifier";"0.4266";"29774"
"23517";"10cv-fix";"1";"LinearSVC";"0.4757";"25741"
"4541";"10cv-fix";"0";"LogisticRegression";"0.4234";"45525"
"4541";"lccv-adaptive";"1";"LogisticRegression";"0.4234";"30792"
"1486";"10cv-fix";"4";"RandomForestClassifier";"0.0514";"29672"
"1489";"10cv-fix";"3";"ExtraTreesClassifier";"0.0799";"4425"
"1457";"lccv-adaptive";"8";"LinearSVC";"0.2566";"30014"
"1475";"lccv-adaptive";"7";"ExtraTreesClassifier";"0.3698";"7639"
"1515";"10cv-fix";"8";"RandomForestClassifier";"0.0948";"6603"
"23512";"10cv-fix";"2";"GradientBoostingClassifier";"0.2861";"12838"
"23512";"lccv-adaptive";"3";"GradientBoostingClassifier";"0.2861";"8548"
"1468";"10cv-fix";"5";"MLPClassifier";"0.0398";"7102"
"1468";"lccv-adaptive";"6";"MLPClassifier";"0.0407";"6859"
"1590";"10cv-fix";"9";"LinearSVC";"0.1589";"19805"
"1489";"lccv-adaptive";"4";"ExtraTreesClassifier";"0.0771";"3303"
"1457";"10cv-fix";"7";"LinearSVC";"0.2547";"39261"
"1475";"10cv-fix";"6";"RandomForestClassifier";"0.3673";"13038"
"23517";"lccv-adaptive";"2";"LinearSVC";"0.4757";"22925"
"1515";"lccv-adaptive";"9";"RandomForestClassifier";"0.1034";"5362"
"1486";"lccv-adaptive";"5";"MLPClassifier";"0.0524";"27205"
"4534";"lccv-adaptive";"0";"MLPClassifier";"0.0308";"9125"
"23517";"10cv-fix";"2";"GradientBoostingClassifier";"0.4805";"25608"
"1489";"10cv-fix";"4";"ExtraTreesClassifier";"0.0797";"5097"
"4534";"10cv-fix";"0";"MLPClassifier";"0.0283";"12444"
"23517";"lccv-adaptive";"3";"GradientBoostingClassifier";"0.4804";"22977"
"4534";"lccv-adaptive";"1";"MLPClassifier";"0.027";"8648"
"1486";"10cv-fix";"5";"RandomForestClassifier";"0.0515";"30160"
"1515";"10cv-fix";"9";"RandomForestClassifier";"0.0862";"6263"
"1468";"lccv-adaptive";"7";"MLPClassifier";"0.0407";"6703"
"1457";"lccv-adaptive";"9";"BernoulliNB";"0.2891";"29102"
"1457";"10cv-fix";"8";"LinearSVC";"0.2553";"39146"
"23512";"lccv-adaptive";"4";"GradientBoostingClassifier";"0.2862";"8973"
"1475";"lccv-adaptive";"8";"ExtraTreesClassifier";"0.3693";"8315"
"4541";"lccv-adaptive";"2";"LogisticRegression";"0.4234";"30163"
"1489";"lccv-adaptive";"5";"ExtraTreesClassifier";"0.0774";"3613"
"4538";"lccv-adaptive";"0";"ExtraTreesClassifier";"0.304";"8889"
"1475";"10cv-fix";"7";"RandomForestClassifier";"0.3663";"13304"
"4541";"10cv-fix";"1";"LogisticRegression";"0.4234";"45554"
"23512";"10cv-fix";"3";"GradientBoostingClassifier";"0.2861";"12344"
"1468";"10cv-fix";"6";"MLPClassifier";"0.0407";"7093"
"1486";"lccv-adaptive";"6";"MLPClassifier";"0.0542";"27340"
"1468";"10cv-fix";"7";"MLPClassifier";"0.0426";"6796"
"1475";"10cv-fix";"8";"RandomForestClassifier";"0.3673";"13548"
"4541";"10cv-fix";"2";"LogisticRegression";"0.4234";"45207"
"1489";"10cv-fix";"5";"ExtraTreesClassifier";"0.0765";"4668"
"4538";"lccv-adaptive";"1";"ExtraTreesClassifier";"0.3019";"9062"
"23517";"10cv-fix";"3";"GradientBoostingClassifier";"0.4805";"25781"
"1468";"lccv-adaptive";"8";"MLPClassifier";"0.0389";"6968"
"1475";"lccv-adaptive";"9";"ExtraTreesClassifier";"0.3721";"8198"
"1457";"10cv-fix";"9";"LinearSVC";"0.2547";"39639"
"4541";"lccv-adaptive";"3";"LogisticRegression";"0.4234";"31722"
"23512";"lccv-adaptive";"5";"GradientBoostingClassifier";"0.2861";"9154"
"1486";"10cv-fix";"6";"RandomForestClassifier";"0.0517";"29496"
"1486";"lccv-adaptive";"7";"MLPClassifier";"0.0531";"26600"
"4534";"lccv-adaptive";"2";"MLPClassifier";"0.0294";"9212"
"1489";"lccv-adaptive";"6";"ExtraTreesClassifier";"0.0782";"3611"
"4534";"10cv-fix";"1";"ExtraTreesClassifier";"0.0267";"12574"
"23517";"lccv-adaptive";"4";"LinearSVC";"0.4757";"23036"
"4134";"lccv-adaptive";"0";"RandomForestClassifier";"0.1896";"15193"
"23512";"10cv-fix";"4";"GradientBoostingClassifier";"0.2862";"12833"
"4538";"10cv-fix";"0";"ExtraTreesClassifier";"0.3029";"12177"
"1486";"10cv-fix";"7";"RandomForestClassifier";"0.0519";"29423"
"4534";"10cv-fix";"2";"MLPClassifier";"0.0279";"12062"
"23512";"10cv-fix";"5";"GradientBoostingClassifier";"0.2861";"12995"
"1489";"10cv-fix";"6";"ExtraTreesClassifier";"0.0799";"4367"
"23517";"10cv-fix";"4";"GradientBoostingClassifier";"0.4805";"25842"
"4538";"10cv-fix";"1";"ExtraTreesClassifier";"0.2985";"12033"
"1489";"lccv-adaptive";"7";"ExtraTreesClassifier";"0.0789";"2821"
"1468";"10cv-fix";"8";"MLPClassifier";"0.0398";"7344"
"23512";"lccv-adaptive";"6";"GradientBoostingClassifier";"0.2862";"8794"
"4534";"lccv-adaptive";"3";"MLPClassifier";"0.0297";"8620"
"1468";"lccv-adaptive";"9";"MLPClassifier";"0.0407";"6874"
"1486";"lccv-adaptive";"8";"MLPClassifier";"0.0549";"27036"
"4541";"lccv-adaptive";"4";"SGDClassifier";"0.4304";"30596"
"4541";"10cv-fix";"3";"LogisticRegression";"0.4236";"45170"
"1475";"10cv-fix";"9";"RandomForestClassifier";"0.3601";"13589"
"4538";"lccv-adaptive";"2";"ExtraTreesClassifier";"0.304";"9552"
"4134";"lccv-adaptive";"1";"RandomForestClassifier";"0.1955";"14716"
"23517";"lccv-adaptive";"5";"GradientBoostingClassifier";"0.4805";"23474"
"4134";"10cv-fix";"0";"RandomForestClassifier";"0.1941";"19353"
"4135";"lccv-adaptive";"0";"RandomForestClassifier";"0.0481";"17511"
"4135";"lccv-adaptive";"1";"RandomForestClassifier";"0.0488";"17611"
"1468";"10cv-fix";"9";"MLPClassifier";"0.0398";"7102"
"4538";"10cv-fix";"2";"ExtraTreesClassifier";"0.304";"11682"
"4541";"10cv-fix";"4";"LogisticRegression";"0.4234";"45185"
"1486";"10cv-fix";"8";"RandomForestClassifier";"0.0517";"29334"
"4538";"lccv-adaptive";"3";"ExtraTreesClassifier";"0.3012";"8737"
"4134";"10cv-fix";"1";"RandomForestClassifier";"0.1947";"19539"
"23517";"lccv-adaptive";"6";"SGDClassifier";"0.4821";"23791"
"1486";"lccv-adaptive";"9";"MLPClassifier";"0.0521";"27092"
"4134";"lccv-adaptive";"2";"RandomForestClassifier";"0.191";"14621"
"1489";"lccv-adaptive";"8";"ExtraTreesClassifier";"0.0774";"2750"
"23512";"lccv-adaptive";"7";"GradientBoostingClassifier";"0.2862";"8822"
"4534";"lccv-adaptive";"4";"MLPClassifier";"0.028";"9948"
"4541";"lccv-adaptive";"5";"LogisticRegression";"0.4234";"30960"
"4534";"10cv-fix";"3";"ExtraTreesClassifier";"0.0276";"12098"
"23517";"10cv-fix";"5";"LinearSVC";"0.4757";"26289"
"1489";"10cv-fix";"7";"ExtraTreesClassifier";"0.0786";"4473"
"4135";"10cv-fix";"0";"SGDClassifier";"0.0523";"21540"
"23512";"10cv-fix";"6";"GradientBoostingClassifier";"0.2862";"12347"
"40978";"lccv-adaptive";"0";"PassiveAggressiveClassifier";"0.0311";"36155"
"23517";"10cv-fix";"6";"GradientBoostingClassifier";"0.4805";"25555"
"1489";"10cv-fix";"8";"ExtraTreesClassifier";"0.0802";"4619"
"23517";"lccv-adaptive";"7";"GradientBoostingClassifier";"0.4805";"23131"
"23512";"10cv-fix";"7";"GradientBoostingClassifier";"0.2894";"12376"
"4538";"lccv-adaptive";"4";"ExtraTreesClassifier";"0.2998";"9385"
"4135";"10cv-fix";"1";"SGDClassifier";"0.052";"22273"
"4134";"lccv-adaptive";"3";"RandomForestClassifier";"0.1902";"15223"
"4538";"10cv-fix";"3";"ExtraTreesClassifier";"0.3039";"11375"
"4534";"lccv-adaptive";"5";"MLPClassifier";"0.029";"8687"
"1489";"lccv-adaptive";"9";"RandomForestClassifier";"0.08";"3372"
"1486";"10cv-fix";"9";"RandomForestClassifier";"0.0527";"29417"
"4134";"10cv-fix";"2";"RandomForestClassifier";"0.1936";"18993"
"23512";"lccv-adaptive";"8";"GradientBoostingClassifier";"0.2861";"8663"
"4534";"10cv-fix";"4";"ExtraTreesClassifier";"0.0273";"12542"
"4541";"lccv-adaptive";"6";"LogisticRegression";"0.4234";"30837"
"4541";"10cv-fix";"5";"LogisticRegression";"0.4236";"45675"
"40978";"10cv-fix";"0";"LinearSVC";"0.0832";"30835"
"40996";"lccv-adaptive";"0";"ExtraTreesClassifier";"0.1153";"30962"
"40978";"lccv-adaptive";"1";"LogisticRegression";"0.0278";"36511"
"4135";"lccv-adaptive";"2";"RandomForestClassifier";"0.0483";"17271"
"4534";"10cv-fix";"5";"ExtraTreesClassifier";"0.027";"12697"
"23517";"lccv-adaptive";"8";"SGDClassifier";"0.4821";"23229"
"23512";"lccv-adaptive";"9";"GradientBoostingClassifier";"0.2862";"8630"
"23512";"10cv-fix";"8";"RandomForestClassifier";"0.2883";"12644"
"4538";"10cv-fix";"4";"ExtraTreesClassifier";"0.3013";"12022"
"1489";"10cv-fix";"9";"ExtraTreesClassifier";"0.0778";"4550"
"4135";"lccv-adaptive";"3";"SGDClassifier";"0.0523";"17168"
"4538";"lccv-adaptive";"5";"ExtraTreesClassifier";"0.3003";"9391"
"40996";"10cv-fix";"0";"ExtraTreesClassifier";"0.1165";"49265"
"4541";"lccv-adaptive";"7";"LogisticRegression";"0.4234";"30468"
"4541";"10cv-fix";"6";"LogisticRegression";"0.4234";"45236"
"4134";"10cv-fix";"3";"RandomForestClassifier";"0.1843";"19125"
"4134";"lccv-adaptive";"4";"RandomForestClassifier";"0.1891";"14462"
"23517";"10cv-fix";"7";"LinearSVC";"0.4757";"26262"
"40978";"lccv-adaptive";"2";"PassiveAggressiveClassifier";"0.0348";"34194"
"40996";"lccv-adaptive";"1";"ExtraTreesClassifier";"0.1145";"30424"
"4534";"lccv-adaptive";"6";"ExtraTreesClassifier";"0.0271";"9884"
"40978";"10cv-fix";"1";"LogisticRegression";"0.0253";"33459"
"4135";"10cv-fix";"2";"SGDClassifier";"0.0512";"21602"
"41027";"lccv-adaptive";"0";"MLPClassifier";"0.1551";"9179"
"4134";"10cv-fix";"4";"RandomForestClassifier";"0.1928";"20112"
"40996";"10cv-fix";"1";"ExtraTreesClassifier";"0.1168";"48818"
"23517";"10cv-fix";"8";"GradientBoostingClassifier";"0.4805";"25648"
"4534";"10cv-fix";"6";"ExtraTreesClassifier";"0.0267";"12367"
"4134";"lccv-adaptive";"5";"RandomForestClassifier";"0.1973";"14132"
"4538";"lccv-adaptive";"6";"ExtraTreesClassifier";"0.3027";"9804"
"23517";"lccv-adaptive";"9";"SGDClassifier";"0.4848";"22907"
"41027";"lccv-adaptive";"1";"MLPClassifier";"0.1534";"9061"
"4534";"lccv-adaptive";"7";"MLPClassifier";"0.0271";"9688"
"23512";"10cv-fix";"9";"GradientBoostingClassifier";"0.2861";"12614"
"40978";"10cv-fix";"2";"PassiveAggressiveClassifier";"0.1064";"33095"
"40978";"lccv-adaptive";"3";"PassiveAggressiveClassifier";"0.0398";"36282"
"4538";"10cv-fix";"5";"ExtraTreesClassifier";"0.3027";"12091"
"4541";"10cv-fix";"7";"LogisticRegression";"0.4234";"45140"
"4135";"10cv-fix";"3";"SGDClassifier";"0.0523";"22022"
"4541";"lccv-adaptive";"8";"LogisticRegression";"0.4234";"31064"
"4135";"lccv-adaptive";"4";"RandomForestClassifier";"0.0491";"17589"
"41027";"10cv-fix";"0";"MLPClassifier";"0.1538";"15875"
"40981";"lccv-adaptive";"0";"RandomForestClassifier";"0.113";"1020"
"40996";"10cv-fix";"2";"ExtraTreesClassifier";"0.1165";"49235"
"40981";"lccv-adaptive";"1";"RandomForestClassifier";"0.1336";"887"
"41027";"10cv-fix";"1";"MLPClassifier";"0.1539";"15463"
"23517";"10cv-fix";"9";"GradientBoostingClassifier";"0.4797";"25829"
"41027";"lccv-adaptive";"2";"MLPClassifier";"0.1532";"9426"
"4538";"10cv-fix";"6";"ExtraTreesClassifier";"0.3028";"11642"
"40978";"10cv-fix";"3";"LinearSVC";"0.025";"33435"
"4135";"lccv-adaptive";"5";"RandomForestClassifier";"0.0489";"17735"
"4538";"lccv-adaptive";"7";"ExtraTreesClassifier";"0.3026";"9665"
"40978";"lccv-adaptive";"4";"PassiveAggressiveClassifier";"0.056";"34480"
"4135";"10cv-fix";"4";"SGDClassifier";"0.0522";"22205"
"4134";"lccv-adaptive";"6";"RandomForestClassifier";"0.1963";"16358"
"4541";"10cv-fix";"8";"LogisticRegression";"0.4236";"45169"
"40996";"lccv-adaptive";"3";"ExtraTreesClassifier";"0.1166";"31266"
"4541";"lccv-adaptive";"9";"LogisticRegression";"0.4236";"31486"
"4534";"lccv-adaptive";"8";"MLPClassifier";"0.027";"9434"
"40982";"lccv-adaptive";"0";"GradientBoostingClassifier";"0.2128";"5306"
"4534";"10cv-fix";"7";"MLPClassifier";"0.0282";"12488"
"4134";"10cv-fix";"5";"RandomForestClassifier";"0.1947";"19291"
"40981";"10cv-fix";"0";"RandomForestClassifier";"0.1359";"868"
"40981";"10cv-fix";"1";"RandomForestClassifier";"0.1203";"886"
"4538";"10cv-fix";"7";"ExtraTreesClassifier";"0.2976";"11966"
"4541";"10cv-fix";"9";"LogisticRegression";"0.4236";"46076"
"40978";"10cv-fix";"4";"PassiveAggressiveClassifier";"0.0514";"33416"
"41027";"10cv-fix";"2";"MLPClassifier";"0.1551";"15474"
"4135";"lccv-adaptive";"6";"RandomForestClassifier";"0.0481";"17132"
"4534";"lccv-adaptive";"9";"ExtraTreesClassifier";"0.0272";"9007"
"40978";"lccv-adaptive";"5";"LogisticRegression";"0.0278";"35594"
"40981";"lccv-adaptive";"2";"RandomForestClassifier";"0.1188";"913"
"4134";"lccv-adaptive";"7";"RandomForestClassifier";"0.1961";"14652"
"4135";"10cv-fix";"5";"SGDClassifier";"0.0523";"22215"
"40982";"lccv-adaptive";"1";"GradientBoostingClassifier";"0.2077";"6007"
"40996";"lccv-adaptive";"4";"ExtraTreesClassifier";"0.1148";"30670"
"4134";"10cv-fix";"6";"RandomForestClassifier";"0.1944";"19545"
"40982";"10cv-fix";"0";"GradientBoostingClassifier";"0.2118";"5444"
"4534";"10cv-fix";"8";"ExtraTreesClassifier";"0.0273";"12450"
"41027";"lccv-adaptive";"3";"MLPClassifier";"0.1525";"8789"
"4538";"lccv-adaptive";"8";"ExtraTreesClassifier";"0.3026";"9941"
"40996";"10cv-fix";"3";"ExtraTreesClassifier";"0.1166";"49467"
"40983";"lccv-adaptive";"0";"GradientBoostingClassifier";"0.0157";"2062"
"4134";"10cv-fix";"7";"RandomForestClassifier";"0.1969";"19643"
"4534";"10cv-fix";"9";"MLPClassifier";"0.0282";"12531"
"40981";"10cv-fix";"2";"RandomForestClassifier";"0.1203";"823"
"40978";"10cv-fix";"5";"LinearSVC";"0.0324";"32179"
"40978";"lccv-adaptive";"6";"PassiveAggressiveClassifier";"0.0449";"36600"
"4538";"10cv-fix";"8";"ExtraTreesClassifier";"0.3008";"12000"
"40996";"lccv-adaptive";"5";"ExtraTreesClassifier";"0.1167";"30833"
"41027";"10cv-fix";"3";"MLPClassifier";"0.157";"15471"
"4538";"lccv-adaptive";"9";"ExtraTreesClassifier";"0.3024";"8800"
"40984";"lccv-adaptive";"0";"ExtraTreesClassifier";"0.0567";"3037"
"40996";"10cv-fix";"4";"ExtraTreesClassifier";"0.1162";"49137"
"4135";"10cv-fix";"6";"SGDClassifier";"0.0511";"21914"
